text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
"As a political calculation, it shows Biden’s campaign is confident about their standing with many suburban moderates who were swing voters in the past but have moved solidly into the Democratic Party during Trump’s presidency, offended by his bullying demeanor and chaotic style.",https://www.huffpost.com/entry/joe-biden-left-bernie-sanders-medicare-college-debt_n_5e8f8dcfc5b6d641a6bc05d9,1,HuffPost,student-debt,1,Somewhat factual but also opinionated,"['bullying', 'demeanor', 'chaotic', 'style']",eUnBSdG6XHp8dqkDrzo6Rv,43
"The Centers for Medicare and Medicaid Services runs enrollment for insurance plans created by the ACA, often called Obamacare, through the online marketplace, HealthCare.gov, for 38 states.",https://www.reuters.com/article/us-usa-healthcare-insurance/u-s-government-extends-deadline-to-sign-up-for-obamacare-insurance-plans-idUSKBN1YK1TT?feedType=RSS&feedName=topNews,0,Reuters,universal health care,2,Entirely factual,[],Y4yDizsAaGvXoMiJUXY6sc,27
"Former Republican presidential nominee Mitt Romney took to Twitter on Monday morning to attack President Donald Trump, using the Martin Luther King Jr. holiday to suggest that Trump is a racist.",https://www.breitbart.com/politics/2018/01/15/mitt-romney-uses-dr-martin-luther-king-jr-day-bash-donald-trump/,1,Breitbart,trump-presidency,0,Somewhat factual but also opinionated,['racist'],szjWP6v6x2PT2Xds2iUvHT,31
The Affordable Care Act was enacted in 2010 under Democratic President Barack Obama.,https://www.reuters.com/article/us-usa-obamacare-lawsuit/four-u-s-cities-sue-over-trump-sabotage-of-obamacare-idUSKBN1KN28C?feedType=RSS&feedName=topNews,0,Reuters,universal health care,2,Entirely factual,[],3Jdi3pcCWBSciqg6vAMeRt,13
The Japanese economy shrank at an annual pace of 6.3 percent last quarter after a consumption tax hike crushed consumer spending.,http://feedproxy.google.com/~r/breitbart/~3/ILnmTz1o1NA/,0,Breitbart,taxes,0,Entirely factual,[],ozF4gsB5JY9jvRKsq6z4tx,21
"Donald Trump has spun a cult of personality around himself, aided by a wholly complicit Republican Party now under his complete control.",https://www.alternet.org/2020/08/were-living-with-a-cult-of-personality-and-that-personality-is-sociopathic/,1,Alternet,black lives matter,1,Expresses writer’s opinion,['cult'],nypA9SwaKpSZNTNHPb422D,22
Multiple failed attempts by Congress to repeal or replace Obamacare and a lack of assurance from the U.S. government that it will continue to provide the cost-sharing subsidies mandated under the ACA have made it difficult for insurers to make coverage plans and set premium rates for individual plans for 2018.,https://www.reuters.com/article/usa-healthcare-anthem/update-2-anthem-will-not-sell-individual-obamacare-plans-in-maine-next-year-idUSL2N1M81CM,0,Reuters,universal health care,2,Entirely factual,[],UaNJKnEawoU5BL3PMZjhoa,51
"In the Joe Biden-Bernie Sanders “Unity” platform, Democrats are vowing to provide free, American taxpayer-funded health care to illegal aliens who are able to enroll in former President Obama’s Deferred Action for Childhood Arrivals (DACA) program.",http://feedproxy.google.com/~r/breitbart/~3/0tctUUU8Vao/,1,Breitbart,universal health care,0,Somewhat factual but also opinionated,"['illegal', 'aliens']",ZdmyB2RiGbtL2wHmUN93EE,36
Even Trump’s own health care advisers know nothing about the ‘mythical’ health care plan he brags about,https://www.alternet.org/2020/09/even-trumps-own-health-care-advisers-know-nothing-about-the-mythical-health-care-plan-he-brags-about-columnist/,1,Alternet,universal health care,1,Somewhat factual but also opinionated,['brags'],oTedyp6BdPaBm9ziP9eeck,17
The point is that lefties don’t think the difficulty of enforcing heavy-handed gun laws is an argument against imposing them. ,http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/,1,Breitbart,gun control,0,Expresses writer’s opinion,['lefties'],CfVMzWicW7S5JvzKvQzFTG,20
"The government of the secretive central Asian nation Turkmenistan published photos of what it claimed to be thousands of cyclists celebrating World Health Day on Tuesday with a crowded ride through the nation’s capital, Ashgabat – one of several sporting events seemingly held with no concern for the Chinese coronavirus.",https://www.breitbart.com/asia/2020/04/08/turkmenistan-celebrates-world-health-day-thousands-strong-cycling-event/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,sport,0,Somewhat factual but also opinionated,"['coronavirus', 'chinese']",oZRwmBpVdkkCCa98bJC9Q3,50
"Separated from his wife and two children in metro Detroit, the 40-year-old father feels isolated, struggling to find work and make connections in a land he hasn't lived in for 30 years. ",https://eu.usatoday.com/story/news/nation/2019/01/19/mexico-deportation-ice-michigan-immigrant-father-border/2623885002/,0,USA Today,immigration,2,Entirely factual,[],BUgsgKGKB43XUdcaKrv82r,32
"All those bonanzas could have been used to fix your roads, bridges, mass transits, schools, clinics, and drinking water systems. Egomaniac Trump doesn't care about you; for him, it's about using the government to enrich himself and his family members and to bail out his failing hotels and golf courses.",https://feeds.feedblitz.com/~/636033568/0/alternet_all~Ralph-Nader-offers-practical-advice-for-casting-informed-votes/,1,Alternet,taxes,1,Expresses writer’s opinion,"['bonanzas', 'Egomaniac']",HFKLRqCBsuC8mGT64YLDtY,50
"Reporting from Buzzfeed News Thursday evening exposed how President Donald Trump’s immigration policies led to four deaths and preventable surgeries for children held in the administration’s detention regime, including one eight-year-old boy whose forehead was partially removed.",https://www.alternet.org/2019/12/explosive-report-reveals-ice-negligence-of-detained-children-resulted-in-deaths/,1,Alternet,immigration,1,Somewhat factual but also opinionated,[],XnUJGxmU49Jtxxv9vWqVHw,37
"Trump, a businessman with an almost uncanny ability to get the better terms of a deal, must marvel at the licentiousness all around him in “the swamp.”",http://feedproxy.google.com/~r/breitbart/~3/YpAMgiKfTVc/,1,Breitbart,universal health care,0,Expresses writer’s opinion,"['uncanny', 'marvel', 'ability']",yuJZhtafoEBSnQeVhnQaXq,27
He was shot in front of his Flatbush apartment on Ocean Avenue Friday afternoon at 4 p.m.,http://feedproxy.google.com/~r/breitbart/~3/6DzG9PKDKnk/,0,Breitbart,gun control,0,Entirely factual,[],6dnadoiDcZrY6wZpARic9k,17
"The travel ban would not have prevented the country’s deadliest terrorist attacks in recent years, which were committed by right-wing Americans, not immigrants: the anti-immigrant extremist who killed 22 shoppers at a store in El Paso; the white supremacist who killed 17 students and teachers at a school in Parkland, Florida; or the anti-Semite who killed 11 worshipers at a synagogue in Pittsburgh.",https://www.alternet.org/2020/02/i-collected-the-data-and-trumps-new-travel-ban-has-little-to-do-with-national-security/,0,Alternet,immigration,1,Somewhat factual but also opinionated,[],RhViL9C9P6cNzUE6kPsgFq,63
"If she doesn't want to thank him for his honorable service, that's her business, but these ugly attempts at smearing him are unbecoming of those in positions of authority.",https://www.msnbc.com/rachel-maddow-show/why-republicans-are-taking-aim-war-hero-defend-trump-n1123626,1,MSNBC,white-nationalism,1,Expresses writer’s opinion,"['smearing', 'ugly']",VRQDL7ptZLE9LwwGnHVKyZ,29
"Democrats are pursuing Trump’s returns under a legal authority that aims to prevent interference from the White House on the Treasury’s decision whether to release the tax returns, in what the White House chief of staff has called a “political stunt.”",https://www.reuters.com/article/us-usa-trump-tax/mnuchin-says-treasury-lawyers-consulted-white-house-on-trump-tax-returns-idUSKCN1RL2FJ,0,Reuters,taxes,2,Entirely factual,[],MsgahsTSZTdcoPz3rB2S5F,41
"Coronavirus truthers ignorantly believe that the mainstream media, Democrats, liberals, progressives and Never Trump conservatives have been exaggerating the threat of COVID-19.",https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/,1,Alternet,white-nationalism,1,Expresses writer’s opinion,"['ignorantly', 'Never', 'Trump']",3xKuewq9jNz4tpqXqpNBaM,22
But it’s getting increasingly difficult to maintain the myth that the enormous wealth inequality in not just American society but the entire world somehow reflect a system that’s fairly rewarding people for their talent and labor.,https://feeds.feedblitz.com/~/593581096/0/alternet_all~Alexandria-OcasioCortez-is-absolutely-right-%e2%80%94-there-shouldn%e2%80%99t-be-any-billionaires/,1,Alternet,middle-class,1,Expresses writer’s opinion,['myth'],ckHLnLe6WDGdk3uJWDHLCT,36
There is no evidence to support the allegation Pelosi was trying to include abortion funding in the coronavirus emergency bill as the Facebook post claims.,https://eu.usatoday.com/story/news/factcheck/2020/03/18/fact-check-pelosi-did-not-withhold-coronavirus-relief-abortion-funding/2865985001/,0,USA Today,abortion,2,Entirely factual,[],uHbcJSt4dmALooUkmMK3mP,25
"Donald Trump is not an ideas man. This has been a defining feature of his presidency. He’s not a learned policy wonk, understanding the complex nuances of law and governance. He is, at his core, just a former game show host and a con man.",https://www.alternet.org/2020/06/trump-was-asked-how-to-restore-black-americans-trust-in-police-but-he-could-only-talk-about-himself/,1,Alternet,trump-presidency,1,Expresses writer’s opinion,"['game', 'show', 'host', 'con', 'man', 'wonk']",UoMPAQwB28Z4BHs4nj7kSy,45
The same people who tell you enforcing our immigration laws is impossible because we can’t round up millions of illegal aliens will have no problem whatsoever rounding up millions of defiant gun owners. ,http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/,1,Breitbart,gun control,0,No agreement,"['illegal', 'aliens', 'defiant']",Fq626ehe2dfmuFE42zDdcj,33
"Father Horan was one of the many voices from the Catholic Left who joined the mainstream media lynching of students from Covington Catholic High School this weekend, rashly judging them as racists without bothering to ascertain what actually happened, simply because some of the boys were wearing MAGA hats.",https://www.breitbart.com/faith/2019/01/21/catholic-priest-slams-march-for-life-as-repulsive-and-futile/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,abortion,0,Somewhat factual but also opinionated,"['lynching', 'rashly']",FVhRgXmwPGNXQVbdmXDEmD,49
"The once venerable Lancet medical journal has put forward Joe Biden as the best choice for Americans’ health, continuing the magazine’s unabashed left-wing activism.",http://feedproxy.google.com/~r/breitbart/~3/0Af4n5eJaj4/,1,Breitbart,universal health care,0,Somewhat factual but also opinionated,"['unabashed', 'once', 'venerable']",PaKMsq4r72qjk5KwPyy5uU,24
"Immigration Voice claims to be an independent group, but reportedly works closely with Compete America, an advocacy group formed by the nation’s major tech companies, nearly all of whom employees large blocs of Indian and Chinese visa-workers in jobs that could be filled by young American graduates.",https://www.breitbart.com/economy/2020/03/22/h-1b-lobby-group-house-coronavirus-bill-extends-work-permits-all-visa-workers/?utm_medium=social&utm_source=facebook,1,Breitbart,universal health care,0,No agreement,"['claims', 'reportedly']",2FEvp8DJJFxGoddgoK3VxM,47
"House Speaker Nancy Pelosi debuted a 1,120-page coronavirus rescue bill after Democrats tanked the Senate proposal on Sunday night.",https://www.breitbart.com/politics/2020/03/23/nancy-pelosi-proposes-1120-page-coronavirus-bill-stuffed-with-pork/,1,Breitbart,coronavirus,0,Somewhat factual but also opinionated,['tanked'],qNXLqqQj9mhZMCWTXCVU23,19
"Even the leftist New York Times refused to endorse Sanders, essentially dissing the 78-year-old socialist as old and unhealthy.",http://feedproxy.google.com/~r/breitbart/~3/85tEDbEZqHE/,1,Breitbart,taxes,0,Somewhat factual but also opinionated,"['dissing', 'leftist']",8aG2qjw6eg4KbcsrHgC5Vi,19
"Donald Trump’s victory last November was not just a repudiation of the Democrat Party and Hillary Clinton. No, 2016 was a revolt against the entire Washington establishment, both on the left and the right. Don’t forget, Trump blew away everyone in the Republican primary too, from accomplished governors to Jeb Bush (R) from Tea Party darlings to washed up Senators. Trump wiped the floor with them.",https://thehill.com/opinion/white-house/357585-losers-gonna-flake-because-winners-make-policy-and-whiners-go-home,1,Breitbart,trump-presidency,0,Expresses writer’s opinion,"['blew', 'darlings', 'wiped', 'revolt', 'the', 'floor']",5u7AFvcJV5kn3vLam2fdQb,66
